City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Beşikdüzü,41.052,39.2284,14.94,84,5,1.76,TR,1621986834
Klerksdorp,-26.8521,26.6667,10.33,51,100,0.91,ZA,1621986834
Punta Arenas,-53.15,-70.9167,2.06,87,20,5.52,CL,1621986583
Tiksi,71.6872,128.8694,1.75,89,23,0.83,RU,1621986834
New Norfolk,-42.7826,147.0587,11.3,70,74,1.79,AU,1621986835
Bengkulu,-3.8004,102.2655,25.42,84,78,1.27,ID,1621986668
La Rioja,42.25,-2.5,4.88,86,54,1.45,ES,1621986835
Berlevåg,70.8578,29.0864,2.37,71,35,3.38,NO,1621986835
Castro,-24.7911,-50.0119,9.59,59,37,0.56,BR,1621986608
Pevek,69.7008,170.3133,0.46,85,99,1.14,RU,1621986836
Nanortalik,60.1432,-45.2371,0.9,75,49,4.99,GL,1621986836
Port-Cartier,50.0334,-66.8654,10.27,97,100,1.24,CA,1621986836
Araguari,-18.6472,-48.1872,22.16,49,93,2.25,BR,1621986638
Puerto Ayora,-0.7393,-90.3518,23.64,90,32,1.79,EC,1621986824
Mahébourg,-20.4081,57.7,22.16,88,75,0.0,MU,1621986837
Torbay,47.6666,-52.7314,7.59,74,90,12.86,CA,1621986655
Qaanaaq,77.484,-69.3632,0.01,76,10,2.43,GL,1621986575
Belyy Yar,53.6039,91.3903,13.94,82,0,2.21,RU,1621986669
Carnarvon,-24.8667,113.6333,10.04,71,94,4.12,AU,1621986838
Pitimbu,-7.4706,-34.8086,25.33,83,27,4.68,BR,1621986838
Ségou,13.4317,-6.2157,33.17,35,100,3.36,ML,1621986818
Tres Arroyos,-38.3739,-60.2798,6.51,51,14,2.55,AR,1621986838
Port Elizabeth,-33.918,25.5701,16.16,88,0,4.12,ZA,1621986839
Port Hardy,50.6996,-127.4199,11.1,66,75,2.57,CA,1621986839
Cape Town,-33.9258,18.4232,12.78,82,0,0.45,ZA,1621986587
Shatura,55.5725,39.5368,9.63,77,98,1.48,RU,1621986839
Savannah Bight,16.45,-85.85,26.03,82,97,10.06,HN,1621986840
Lebu,-37.6167,-73.65,13.25,86,94,1.11,CL,1621986591
Bluff,-46.6,168.3333,9.89,52,75,2.34,NZ,1621986840
Nardaran,40.5561,50.0056,17.8,77,20,12.46,AZ,1621986840
Itupiranga,-5.1347,-49.3267,25.24,79,29,0.92,BR,1621986841
Kununurra,-15.7667,128.7333,25.99,61,4,1.54,AU,1621986639
Whitianga,-36.8333,175.7,15.01,65,95,5.46,NZ,1621986841
Bathsheba,13.2167,-59.5167,27.34,61,40,5.7,BB,1621986841
Lensk,60.7253,114.9278,12.48,49,14,1.93,RU,1621986842
Lhokseumawe,5.1801,97.1507,25.52,87,85,2.6,ID,1621986781
Airai,-8.9266,125.4092,18.97,69,22,2.12,TL,1621986842
Hobart,-42.8794,147.3294,12.23,70,75,1.34,AU,1621986623
Yar-Sale,66.8333,70.8333,1.49,81,100,3.68,RU,1621986843
Ukiah,39.1502,-123.2078,20.95,43,1,6.17,US,1621986610
Parfino,57.9731,31.6481,10.38,80,99,2.9,RU,1621986843
Lagoa,39.05,-27.9833,17.51,90,100,8.57,PT,1621986843
San José Pinula,14.5461,-90.4114,18.66,75,75,1.79,GT,1621986844
Bethel,41.3712,-73.414,19.02,68,1,4.12,US,1621986648
Sawtell,-30.3833,153.1,19.01,68,11,1.03,AU,1621986629
Kāmākhyānagar,20.9333,85.55,24.14,95,100,8.53,IN,1621986844
Yagodnoye,62.55,149.6667,5.36,78,87,4.93,RU,1621986844
Hamilton,39.1834,-84.5333,28.86,44,1,1.86,US,1621986303
Ribeira Brava,32.65,-17.0667,18.09,71,71,2.99,PT,1621986845
Ullal,12.8,74.85,24.53,94,75,1.5,IN,1621986845
Saint Paul Harbor,57.79,-152.4072,12.99,56,0,2.21,US,1621986572
Nagua,19.3832,-69.8474,27.03,89,75,3.43,DO,1621986846
San Cristobal,7.7669,-72.225,18.36,99,100,1.68,VE,1621986645
Saint-Joseph,-21.3667,55.6167,20.17,85,31,3.59,RE,1621986846
São Filipe,14.8961,-24.4956,23.69,72,0,3.62,CV,1621986674
Rāmgarh,23.6333,85.5167,26.03,91,100,5.89,IN,1621986846
San Quintín,30.4833,-115.95,20.39,60,46,4.59,MX,1621986847
Nikolskoye,59.7035,30.7861,8.94,86,99,2.91,RU,1621986847
Payo,-3.7508,103.6372,24.19,93,81,0.8,ID,1621986847
Olafsvik,64.8945,-23.7142,8.0,80,93,7.45,IS,1621986848
Butaritari,3.0707,172.7902,27.77,79,100,8.2,KI,1621986848
Teguise,29.0605,-13.564,17.12,68,20,9.97,ES,1621986848
Ferrol,43.4832,-8.2369,11.96,78,100,3.55,ES,1621986849
Mbanza-Ngungu,-5.25,14.8667,20.05,77,38,1.09,CD,1621986849
Belle Fourche,44.6714,-103.8522,19.42,43,28,7.92,US,1621986849
Mwinilunga,-11.7358,24.4293,10.58,73,20,1.29,ZM,1621986850
Brae,60.3964,-1.353,9.95,93,100,5.91,GB,1621986850
Mosquera,4.7059,-74.2302,16.05,63,75,5.14,CO,1621986850
Dogondoutchi,13.6393,4.0287,32.87,23,64,2.09,NE,1621986800
Selenginsk,52.0064,106.8647,11.23,96,100,1.57,RU,1621986851
Orlik,52.5178,99.825,4.35,98,100,1.86,RU,1621986851
Hilo,19.7297,-155.09,26.35,71,1,6.69,US,1621986629
Zhangaözen,43.3,52.8,21.54,65,21,6.76,KZ,1621986851
Naze,28.3667,129.4833,20.51,69,99,0.83,JP,1621986744
Tuktoyaktuk,69.4541,-133.0374,-1.0,86,90,3.09,CA,1621986604
Matara,5.9485,80.5353,26.51,84,99,7.31,LK,1621986852
Provideniya,64.3833,-173.3,7.06,61,0,7.0,RU,1621986826
Saint-Louis,16.3333,-15.0,32.8,25,90,6.53,SN,1621986709
Dukat,62.55,155.55,2.3,73,99,2.86,RU,1621986853
Hong Kong,22.2855,114.1577,28.66,85,69,2.24,HK,1621986853
San Patricio,28.017,-97.5169,27.8,80,58,7.0,US,1621986665
Salalah,17.0151,54.0924,26.2,79,56,2.64,OM,1621986854
Port Lincoln,-34.7333,135.8667,14.87,56,60,6.17,AU,1621986854
Ascension,30.2169,-90.9001,27.38,66,40,2.06,US,1621986854
Usinsk,65.9939,57.5281,0.06,70,99,7.22,RU,1621986637
Saskylakh,71.9167,114.0833,10.43,61,97,3.23,RU,1621986855
Kunduz,36.729,68.857,23.25,25,0,1.21,AF,1621986855
Thompson,55.7435,-97.8558,-1.91,80,90,8.75,CA,1621986675
Hanstholm,57.1167,8.6167,10.33,94,100,10.63,DK,1621986855
Havre-St-Pierre,50.2334,-63.5986,7.93,93,40,3.6,CA,1621986856
Tezu,27.9167,96.1667,26.65,71,85,1.15,IN,1621986856
Hithadhoo,-0.6,73.0833,29.03,66,100,9.0,MV,1621986584
Port Blair,11.6667,92.75,29.02,84,90,5.66,IN,1621986856
Swellendam,-34.0226,20.4417,11.21,91,46,0.28,ZA,1621986857
Dingle,10.9995,122.6711,27.85,79,100,1.56,PH,1621986652
Hasaki,35.7333,140.8333,21.3,63,96,4.61,JP,1621986646
Klyuchi,52.2667,79.1667,23.14,38,4,1.79,RU,1621986857
Golyshmanovo,56.3979,68.3728,17.43,68,27,2.97,RU,1621986857
Grand Forks,47.9417,-97.4337,17.82,72,75,9.26,US,1621986858
Redcar,54.6166,-1.06,8.56,71,45,5.47,GB,1621986858
Coihueco,-36.6167,-71.8333,10.41,100,98,1.67,CL,1621986859
Chālūs,36.655,51.4204,18.7,88,40,2.06,IR,1621986859
Hobyo,5.3505,48.5268,25.51,82,44,10.05,SO,1621986859
Iberia,29.9502,-91.7507,27.03,74,75,4.36,US,1621986859
Brunswick,41.2381,-81.8418,28.66,82,94,4.1,US,1621986860
Puerto Cabezas,14.0351,-83.3888,29.98,79,40,4.12,NI,1621986860
Bayshore Gardens,27.4253,-82.5904,26.92,60,86,0.45,US,1621986860
Kieta,-6.2167,155.6333,28.01,84,92,3.6,PG,1621986615
Astoria,46.1879,-123.8313,13.76,77,90,0.45,US,1621986861
Clyde River,70.4692,-68.5914,-1.87,86,100,10.29,CA,1621986861
Saldanha,-33.0117,17.9442,8.03,82,8,0.93,ZA,1621986854
Kuito,-12.3833,16.9333,10.75,64,9,1.29,AO,1621986862
Safranbolu,41.2508,32.6942,11.56,81,0,0.74,TR,1621986862
Saint-Philippe,-21.3585,55.7679,20.73,86,50,3.74,RE,1621986862
Mackenzie,55.2999,-123.1698,7.12,81,90,3.6,CA,1621986862
Leningradskiy,69.3833,178.4167,1.76,87,76,4.61,RU,1621986627
Ola,59.5833,151.2833,5.88,69,41,1.38,RU,1621986863
Great Falls,47.5002,-111.3008,14.5,58,20,0.89,US,1621986863
Shingū,33.7333,135.9833,19.95,45,73,1.52,JP,1621986675
Poum,-20.2333,164.0167,23.61,54,95,6.31,NC,1621986864
Srednekolymsk,67.45,153.6833,13.62,44,99,9.65,RU,1621986757
Roald,62.5833,6.1333,10.17,87,0,9.26,NO,1621986864
Sarangani,5.4033,125.4636,27.83,79,99,3.44,PH,1621986864
Correntina,-13.3433,-44.6367,24.1,35,33,0.96,BR,1621986865
Laguna,38.421,-121.4238,28.69,27,1,1.79,US,1621986752
Baisha,26.5222,110.9311,24.93,89,91,1.0,CN,1621986865
Grindavik,63.8424,-22.4338,7.43,81,40,12.24,IS,1621986609
Ulaanbaatar,47.9077,106.8832,4.07,75,20,1.42,MN,1621986792
Middelburg,-25.7751,29.4648,10.11,45,99,1.71,ZA,1621986866
Kinablangan,7.6947,126.5503,24.27,90,100,3.46,PH,1621986866
Half Moon Bay,37.4636,-122.4286,18.11,66,20,5.71,US,1621986794
Port Alfred,-33.5906,26.891,17.31,89,69,4.54,ZA,1621986866
Los Llanos de Aridane,28.6585,-17.9182,16.74,72,90,7.75,ES,1621986867
Faya,18.3851,42.4509,19.29,41,39,2.0,SA,1621986867
Izačić,44.875,15.7819,6.97,91,75,0.87,BA,1621986867
East London,-33.0153,27.9116,17.89,89,61,5.71,ZA,1621986636
Baikunthpur,23.25,82.55,24.54,74,92,4.7,IN,1621986868
Saint-François,46.4154,3.9054,7.33,90,0,2.57,FR,1621986868
Tatishchevo,51.6703,45.5953,9.94,83,30,3.71,RU,1621986869
Shakawe,-18.3667,21.85,11.31,58,0,1.72,BW,1621986869
Padang,-0.9492,100.3543,25.03,84,94,1.56,ID,1621986789
Guerrero Negro,27.9769,-114.0611,20.62,58,64,6.42,MX,1621986869
Atasū,48.6814,71.6433,20.28,40,0,3.34,KZ,1621986870
Kruisfontein,-34.0033,24.7314,12.71,94,81,2.53,ZA,1621986870
Ondangwa,-17.9167,15.95,15.0,55,0,1.54,NA,1621986870
Kendari,-3.945,122.4989,25.76,89,53,1.19,ID,1621986723
Coyhaique,-45.5752,-72.0662,0.97,93,90,1.54,CL,1621986871
Sept-Îles,50.2001,-66.3821,10.43,90,75,1.03,CA,1621986672
Dubai,25.2582,55.3047,32.22,33,0,1.54,AE,1621986432
Severo-Kuril'sk,50.6789,156.125,3.09,98,100,6.97,RU,1621986638
Lüderitz,-26.6481,15.1594,16.68,68,0,3.15,NA,1621986848
São Gabriel da Cachoeira,-0.1303,-67.0892,23.07,99,78,1.18,BR,1621986871
Dikson,73.5069,80.5464,-6.11,93,76,3.09,RU,1621986872
Lompoc,34.6391,-120.4579,19.26,64,1,7.72,US,1621986869
Chake Chake,-5.2459,39.7666,24.96,73,89,5.62,TZ,1621986872
Boa Vista,2.8197,-60.6733,24.99,88,75,2.06,BR,1621986872
Te Anau,-45.4167,167.7167,9.15,62,72,0.99,NZ,1621986858
Vanimo,-2.6741,141.3028,27.63,82,80,1.53,PG,1621986873
Kapaa,22.0752,-159.319,28.4,59,14,0.89,US,1621986852
Klaksvík,62.2266,-6.589,9.51,91,96,7.24,FO,1621986630
Beringovskiy,63.05,179.3167,0.41,99,100,2.94,RU,1621986874
Bijie,27.3125,105.2942,12.85,94,100,2.35,CN,1621986874
Hirara,24.8,125.2833,29.15,79,20,4.63,JP,1621986874
Makokou,0.5738,12.8642,22.19,93,84,1.12,GA,1621986875
Pangai,-19.8,-174.35,22.06,88,90,2.57,TO,1621986683
Talcahuano,-36.7167,-73.1167,12.82,94,40,2.06,CL,1621986875
Bugene,-1.5911,31.1403,14.25,86,23,1.41,TZ,1621986875
Cidreira,-30.1811,-50.2056,13.57,70,0,4.32,BR,1621986773
Dudinka,69.4058,86.1778,-5.45,93,17,4.23,RU,1621986876
Aberdeen,57.1437,-2.0981,8.96,95,90,6.17,GB,1621986605
Asău,46.4333,26.4,13.7,100,32,2.13,RO,1621986876
Ternate,0.8,127.4,28.42,75,93,2.42,ID,1621986877
Melilla,35.2937,-2.9383,19.21,82,90,4.63,ES,1621986877
Phalaborwa,-23.943,31.1411,16.6,59,35,1.79,ZA,1621986877
Seminole,28.7086,-81.2081,27.67,57,74,0.45,US,1621986877
Rusape,-18.5278,32.1284,6.87,59,0,1.16,ZW,1621986878
La Macarena,2.1837,-73.7849,22.29,99,82,1.04,CO,1621986878
Roebourne,-20.7833,117.1333,20.33,59,0,8.62,AU,1621986878
City of San Pedro,14.35,121.0167,30.03,71,20,1.78,PH,1621986879
Alyangula,-13.8483,136.4192,25.93,73,41,6.4,AU,1621986608
Erzin,36.9559,36.2,19.45,68,0,0.98,TR,1621986879
Portland,45.5234,-122.6762,15.39,84,90,0.89,US,1621986795
Mar del Plata,-38.0023,-57.5575,9.77,61,0,3.13,AR,1621986724
Auki,-8.7676,160.7034,28.55,70,100,3.45,SB,1621986880
Mange,8.9167,-12.85,24.94,89,100,1.19,SL,1621986880
Daru,-9.0763,143.2092,26.93,73,40,7.55,PG,1621986880
Rantepao,-2.9701,119.8978,21.83,90,97,1.04,ID,1621986881
Masunga,-20.6246,27.4488,9.86,57,0,3.03,BW,1621986881
Palmer,42.1584,-72.3287,19.67,63,75,1.79,US,1621986882
Wajir,1.7471,40.0573,24.09,68,84,7.55,KE,1621986678
Bairiki Village,1.3292,172.9752,30.0,74,40,6.65,KI,1621986607
Kavieng,-2.5744,150.7967,26.58,85,100,3.1,PG,1621986846
Kavaratti,10.5669,72.642,28.41,76,100,7.35,IN,1621986880
Woodstock,43.1334,-80.7497,25.87,60,100,5.87,CA,1621986882
Namatanai,-3.6667,152.4333,25.83,89,100,2.52,PG,1621986708
Cherskiy,68.75,161.3,16.03,32,91,6.09,RU,1621986765
Sioux Lookout,50.1001,-91.917,21.04,43,75,7.2,CA,1621986883
Byron Bay,-28.65,153.6167,17.62,67,1,2.74,AU,1621986883
Havøysund,70.9963,24.6622,1.49,69,21,0.68,NO,1621986884
Pisco,-13.7,-76.2167,19.03,88,75,2.06,PE,1621986595
Yate,51.5407,-2.4184,7.31,91,24,2.21,GB,1621986884
Kaitangata,-46.2817,169.8464,8.04,46,100,1.42,NZ,1621986884
Oshawa,43.9001,-78.8496,25.94,44,20,5.66,CA,1621986653
Devonport,-41.1667,146.35,12.83,76,80,8.25,AU,1621986685
Coquimbo,-29.9533,-71.3436,13.85,82,0,0.79,CL,1621986609
Cayenne,4.9333,-52.3333,26.72,88,0,1.79,GF,1621986708
Sol'tsy,58.1239,30.3238,11.02,80,100,3.21,RU,1621986885
Kenai,60.5544,-151.2583,18.05,34,1,2.95,US,1621986886
Kulachi,31.9286,70.4592,31.16,22,0,0.65,PK,1621986886
Barrow,71.2906,-156.7887,-2.99,80,90,2.57,US,1621986591
Isangel,-19.55,169.2667,24.06,64,75,5.51,VU,1621986726
Nsanje,-16.92,35.262,15.25,96,2,0.52,MW,1621986886
Codrington,-38.2667,141.9667,12.17,60,96,9.19,AU,1621986618
Dubuque,42.4833,-90.8668,25.08,90,83,6.36,US,1621986887
Palu,-0.8917,119.8707,27.79,81,91,0.99,ID,1621986887
Leer,8.3018,30.1418,26.42,61,50,1.97,SS,1621986887
Giohar,2.7809,45.5005,23.37,82,3,4.37,SO,1621986833
Morant Bay,17.8815,-76.4093,28.57,83,19,4.65,JM,1621986619
Youkounkoun,12.5333,-13.1333,30.44,49,91,5.92,GN,1621986888
Haines Junction,60.7522,-137.5108,12.97,54,95,4.12,CA,1621986869
Novobiryusinskiy,56.9578,97.7076,6.86,54,96,1.19,RU,1621986888
Tinalmud,13.5941,122.878,28.28,77,91,1.77,PH,1621986889
Lysyye Gory,51.5506,44.8414,10.9,87,12,3.49,RU,1621986889
Praia da Vitória,38.7333,-27.0667,18.14,88,75,6.76,PT,1621986890
Abhā,18.2164,42.5053,19.14,49,20,2.35,SA,1621986890
Necochea,-38.5473,-58.7368,8.14,59,9,4.84,AR,1621986890
Deputatsky,69.3,139.9,8.71,44,1,7.65,RU,1621986872
Ucluelet,48.9329,-125.5528,13.33,80,81,0.89,CA,1621986826
Whitehorse,60.7161,-135.0538,8.48,76,75,6.69,CA,1621986891
Dvinskoy,62.1535,45.1175,3.33,91,100,3.0,RU,1621986891
Moree,-29.4667,149.85,16.01,72,75,5.66,AU,1621986891
Vila Franca do Campo,37.7167,-25.4333,19.23,86,100,4.44,PT,1621986892
Someshwar,13.5,75.0667,23.65,94,100,1.1,IN,1621986892
Muravlenko,63.7898,74.523,6.59,44,94,4.15,RU,1621986892
Vestmanna,62.1564,-7.1664,7.51,93,20,4.6,FO,1621986856
Coahuayana Viejo,18.7333,-103.6833,29.27,54,49,2.75,MX,1621986893
Ponta do Sol,32.6667,-17.1,18.02,68,72,2.85,PT,1621986612
Maragogi,-9.0122,-35.2225,25.1,85,44,3.31,BR,1621986893
Klæbu,63.2976,10.4826,9.3,70,76,2.12,NO,1621986894
Basco,20.4487,121.9702,29.14,62,6,4.33,PH,1621986894
Shiloh,38.5614,-89.8973,26.73,53,1,5.14,US,1621986894
Fortuna,40.5982,-124.1573,14.99,67,75,3.58,US,1621986713
Ostrovnoy,68.0531,39.5131,0.86,78,9,2.79,RU,1621986895
Kabalo,-6.05,26.9167,18.75,60,42,2.14,CD,1621986848
Bihać,44.8169,15.8708,6.9,92,71,1.02,BA,1621986895
Huarmey,-10.0681,-78.1522,19.63,84,8,2.94,PE,1621986895
Xinxiang,35.3089,113.8672,24.95,40,96,6.8,CN,1621986896
Requena,39.4883,-1.1004,13.31,95,42,2.21,ES,1621986896
Halifax,44.6453,-63.5724,11.7,62,75,2.68,CA,1621986601
Kupang,-10.1667,123.5833,27.32,78,40,4.12,ID,1621986897
Iqaluit,63.7506,-68.5145,-2.15,86,75,9.26,CA,1621986881
North Bend,43.4065,-124.2243,14.1,81,90,5.14,US,1621986897
Puerto Madero,14.7208,-92.4215,30.11,84,75,1.54,MX,1621986898
Kostomuksha,64.571,30.5767,4.15,95,100,1.48,RU,1621986898
Potenza,40.6443,15.8086,11.08,95,41,1.83,IT,1621986898
Ngunguru,-35.6167,174.5,15.09,71,86,9.1,NZ,1621986899
Kontagora,10.3999,5.4695,28.07,52,75,2.86,NG,1621986899
La Palma,33.8464,-118.0467,26.25,53,75,2.24,US,1621986899
Edd,13.9297,41.6925,30.78,62,8,1.79,ER,1621986899
Ancud,-41.8697,-73.8203,12.74,93,100,7.71,CL,1621986620
Kuching,1.55,110.3333,25.12,100,20,0.0,MY,1621986783
Belaya Gora,68.5333,146.4167,12.22,45,66,6.54,RU,1621986851
Inuvik,68.3499,-133.7218,4.41,81,90,3.6,CA,1621986900
Chokwé,-24.5333,32.9833,14.48,69,35,2.19,MZ,1621986901
Neiafu,-18.65,-173.9833,21.38,94,90,0.0,TO,1621986901
Yangi Marg`ilon,40.4272,71.7189,20.38,42,42,4.12,UZ,1621986901
Itaituba,-4.2761,-55.9836,30.09,74,20,0.0,BR,1621986901
St. George's,12.0564,-61.7485,26.82,78,20,5.14,GD,1621986871
Russell,32.3502,-85.1999,29.63,55,90,2.57,US,1621986804
Chiang Khong,20.2613,100.4046,25.45,74,73,0.15,TH,1621986889
Amsterdam,52.374,4.8897,9.44,88,20,1.34,NL,1621986110
Esperance,-33.8667,121.9,10.91,80,32,4.17,AU,1621986902
Salta,-24.7859,-65.4117,10.97,75,0,0.89,AR,1621986903
Yulara,-25.2406,130.9889,8.91,53,69,2.57,AU,1621986604
Saint-Pierre,-21.3393,55.4781,20.77,72,20,3.09,RE,1621986903
La Ronge,55.1001,-105.2842,7.14,39,20,6.17,CA,1621986904
Petropavl,54.8753,69.1628,21.58,41,37,3.87,KZ,1621986904
Skjervøy,70.0311,20.9714,4.25,65,30,3.27,NO,1621986905
Sarāhan,31.5167,77.8,10.94,36,0,4.02,IN,1621986905
Mount Gambier,-37.8333,140.7667,10.95,71,90,4.12,AU,1621986898
Norman Wells,65.282,-126.8329,16.02,21,20,5.14,CA,1621986703
Khandyga,62.6667,135.6,10.93,71,95,1.06,RU,1621986700
Xinyu,27.8043,114.9334,23.9,89,34,3.49,CN,1621986906
Lavrentiya,65.5833,-171.0,3.78,85,64,4.43,RU,1621986893
Cabra,37.4725,-4.4421,18.67,41,2,3.21,ES,1621986906
Nkhotakota,-12.9274,34.2961,16.98,62,0,3.24,MW,1621986906
Songling,31.1933,120.7176,22.99,75,100,3.78,CN,1621986907
Chokurdakh,70.6333,147.9167,2.91,75,67,4.07,RU,1621986857
Djebeniana,35.035,10.9081,20.89,72,38,5.4,TN,1621986907
Oleksandrivka,48.9634,32.2349,13.48,90,34,2.89,UA,1621986907
Arraial do Cabo,-22.9661,-42.0278,20.79,60,65,2.43,BR,1621986879
Bariloche,-41.1456,-71.3082,7.86,81,75,4.39,AR,1621986628
Ust-Tsilma,65.441,52.1498,0.83,63,100,3.95,RU,1621986908
Tarakan,3.3,117.6333,26.72,89,75,1.03,ID,1621986909
St. Pete Beach,27.7253,-82.7412,26.67,65,65,1.79,US,1621986909
Pokhara,28.2333,83.9833,22.79,75,100,0.48,NP,1621986909
Nome,64.5011,-165.4064,21.04,23,1,5.66,US,1621986677
Yanta,36.2411,115.6672,24.28,42,100,9.94,CN,1621986910
Margate,51.3813,1.3862,8.9,76,73,0.89,GB,1621986865
Barinas,8.6226,-70.2075,35.02,49,98,0.51,VE,1621986910
Hualmay,-11.0964,-77.6139,18.98,84,16,2.74,PE,1621986753
Sorong,-0.8833,131.25,25.33,87,100,4.43,ID,1621986861
Marsh Harbour,26.5412,-77.0636,24.37,70,0,5.39,BS,1621986911
Xining,36.6167,101.7667,10.62,61,95,0.79,CN,1621986694
Ribeira Grande,38.5167,-28.7,18.0,93,100,7.8,PT,1621986911
George Town,5.4112,100.3354,27.42,80,40,2.24,MY,1621986874
San Sebastián Etla,17.0608,-96.7944,24.33,38,75,5.14,MX,1621986912
Arusha,-3.3667,36.6833,13.73,89,91,2.01,TZ,1621986912
Taltal,-25.4,-70.4833,20.63,54,75,2.03,CL,1621986912
Atambua,-9.1061,124.8925,25.55,70,19,2.13,ID,1621986913
Dezhou,37.4486,116.2925,25.8,37,27,9.67,CN,1621986913
Vuktyl,63.8567,57.3094,4.15,93,100,4.55,RU,1621986913
Inhambane,-23.865,35.3833,17.91,77,1,0.61,MZ,1621986628
San Fernando del Valle de Catamarca,-28.4696,-65.7852,15.5,61,8,0.45,AR,1621986646
Ust-Maya,60.4167,134.5333,13.14,34,90,1.28,RU,1621986914
Svetlaya,46.5389,138.3297,13.22,55,73,2.55,RU,1621986914
Syas'stroy,60.1367,32.5691,5.23,83,99,5.06,RU,1621986914
Miracatu,-24.2814,-47.4597,13.47,92,98,1.21,BR,1621986915
Wonthaggi,-38.6044,145.5913,12.3,80,93,11.59,AU,1621986915
Upernavik,72.7868,-56.1549,1.73,81,82,3.86,GL,1621986915
Nynäshamn,58.9034,17.9479,9.53,98,100,9.36,SE,1621986916
Mount Isa,-20.7333,139.5,21.87,49,70,6.17,AU,1621986916
Egvekinot,66.3167,-179.1667,3.67,76,99,4.86,RU,1621986790
Comodoro Rivadavia,-45.8667,-67.5,5.92,65,0,0.0,AR,1621986916
Broome,42.2506,-75.833,22.64,77,93,3.13,US,1621986917
Qandala,11.472,49.8728,29.75,69,4,1.53,SO,1621986917
Kamina,-8.7386,24.9906,13.48,62,3,1.69,CD,1621986917
Husavik,66.0449,-17.3389,6.95,77,15,5.35,IS,1621986918
Businga,3.3333,20.8833,22.99,84,40,0.46,CD,1621986918
Meulaboh,4.1363,96.1285,25.62,85,92,2.2,ID,1621986918
Bandarbeyla,9.4942,50.8122,26.0,82,35,10.1,SO,1621986919
Ban Nahin,18.2418,104.2122,25.87,91,96,0.69,LA,1621986919
Steamboat Springs,40.485,-106.8317,18.24,27,1,0.0,US,1621986919
Dunedin,-45.8742,170.5036,10.45,58,100,0.89,NZ,1621986920
Longyearbyen,78.2186,15.6401,-2.09,86,75,7.72,SJ,1621986596
Katsuura,35.1333,140.3,20.52,70,86,6.74,JP,1621986920
Bemidji,47.4736,-94.8803,18.05,52,1,10.8,US,1621986920
Bandar-e Lengeh,26.5579,54.8807,32.09,36,0,1.43,IR,1621986921
Puerto Colombia,10.9878,-74.9547,27.05,87,100,9.57,CO,1621986921
Ayagoz,47.9714,80.4392,16.84,59,1,4.01,KZ,1621986921
Hambantota,6.1241,81.1185,27.14,76,96,10.05,LK,1621986892
Ketchikan,55.3422,-131.6461,9.66,77,90,3.69,US,1621986803
Duma,34.7653,108.135,13.01,53,85,3.54,CN,1621986922
Sukhumi,43.0033,41.0153,13.87,91,26,1.94,GE,1621986813
Las Palmas,28.4204,-14.0131,17.44,68,35,8.14,ES,1621986923
Dana Point,33.467,-117.6981,24.3,74,98,2.24,US,1621986898
Noumea,-22.2763,166.4572,23.89,99,58,5.25,NC,1621986749
Codó,-4.4553,-43.8856,24.86,70,12,0.49,BR,1621986923
Panzhihua,26.5851,101.7128,24.75,63,94,0.21,CN,1621986924
